,source,src_options_paths
601,process:::pos_app_menus:::pos_menus_tok_k,0
602,process:::pos_app_menus_top_k:::pos_menus_tok_k,0
603,process:::pos_app_menus_top_k_jdbc:::pos_menus_tok_k,0
604,process:::pos_asp_transactions:::asp_pos_post_process,0
605,process:::pos_bills_source:::dedup_bills,0
606,process:::pos_bills_source_v2:::dedup_bills,0
607,process:::pos_menu_with_payment_jdbc:::pos_preferred_menus_by_visit_type,0
608,process:::pos_menu_with_payment_jdbc_v2:::pos_preferred_menus_by_visit_type,0
609,process:::pos_menu_with_payment_with_group_with_rank:::pos_preferred_menus_by_visit_type,0
610,process:::pos_menu_with_payment_with_group_with_rank_joined:::pos_preferred_menus_by_visit_type,0
611,process:::pos_menu_with_payment_with_group_with_rank_joined_v2:::pos_preferred_menus_by_visit_type,0
612,process:::pos_menu_with_payment_with_group_with_rank_times:::pos_preferred_menus_by_visit_type,0
613,process:::pos_menu_with_payment_with_group_with_rank_times_v2:::pos_preferred_menus_by_visit_type,0
614,process:::pos_menu_with_payment_with_group_with_rank_v2:::pos_preferred_menus_by_visit_type,0
615,process:::pos_menus:::pos_menus_tok_k,0
616,process:::pos_menus:::pos_preferred_menus_by_visit_type,0
617,process:::pos_menus_distinct:::dedup_menus,0
618,process:::pos_menus_distinct_v2:::dedup_menus,0
619,process:::pos_menus_top_k:::pos_menus_tok_k,0
620,process:::pos_menus_top_k_jdbc:::pos_menus_tok_k,0
621,process:::pos_menus_top_k_jdbc_v2:::pos_menus_tok_k,0
622,process:::pos_menus_top_k_v2:::pos_menus_tok_k,0
623,process:::pos_menus_v2:::pos_menus_tok_k,0
624,process:::pos_menus_v2:::pos_preferred_menus_by_visit_type,0
625,process:::pos_menus_with_payment:::pos_preferred_menus_by_visit_type,0
626,process:::pos_menus_with_payment_v2:::pos_preferred_menus_by_visit_type,0
627,process:::pos_menus_with_time_bucket:::pos_menus_tok_k,0
628,process:::pos_menus_with_time_bucket_v2:::pos_menus_tok_k,0
629,process:::pos_payments:::pos_add_visit_order,0
630,process:::pos_payments_distinct:::dedup_payments,0
631,process:::pos_payments_distinct:::pos_add_visit_order,0
632,process:::pos_payments_distinct_src_v2:::pos_add_visit_order,0
633,process:::pos_payments_distinct_v2:::dedup_payments,0
634,process:::pos_payments_visited:::pos_preferred_menus_by_visit_type,0
635,process:::pos_payments_visited_v2:::pos_preferred_menus_by_visit_type,0
636,process:::pos_payments_with_sales_card_number:::dedup_payments,0
637,process:::pos_sales_daily_process:::pos_sales_amount_daily,0
638,process:::pos_sales_daily_process_jdbc:::pos_sales_amount_daily,0
639,process:::pos_sales_daily_process_jdbc_v2:::pos_sales_amount_daily,0
640,process:::pos_sales_daily_process_v2:::pos_sales_amount_daily,0
641,process:::pos_sales_source:::pos_sales_amount_daily,0
642,process:::pos_sales_source_v2:::pos_sales_amount_daily,0
643,process:::prev_approval_candidates:::build_card_sales_all,0
644,process:::prev_approval_candidates:::build_matched_tables,0
645,process:::prev_approvals:::build_card_sales_all,0
646,process:::prev_approvals:::build_matched_tables,0
647,process:::prev_approvals:::build_raw_tables,0
648,process:::prev_approved_txs:::add_visit_orders,0
649,process:::prev_baedaltong_orders_raw:::build_delivery_app_orders,0
650,process:::prev_baedaltong_payments_raw:::build_delivery_app_payments,0
651,process:::prev_baemin_orders_raw:::build_delivery_app_orders,0
652,process:::prev_baemin_payments_raw:::build_delivery_app_payments,0
653,process:::prev_bank_transactions:::build_bank_transactions,0
654,process:::prev_card_purchases_approvals:::build_card_purchases,0
655,process:::prev_hometax_cash_receipts:::build_hometax_cash_receipts,0
656,process:::prev_hometax_invoices:::build_hometax_invoices,0
657,process:::prev_payments:::build_raw_tables,0
658,process:::prev_pos_payments:::pos_add_visit_order,0
659,process:::prev_pos_payments_approved:::pos_add_visit_order,0
660,process:::prev_pos_payments_approved_v2:::pos_add_visit_order,0
661,process:::prev_purchase_candidates:::build_card_sales_all,0
662,process:::prev_purchase_candidates:::build_matched_tables,0
663,process:::prev_purchases:::build_card_sales_all,0
664,process:::prev_purchases:::build_matched_tables,0
665,process:::prev_purchases:::build_raw_tables,0
666,process:::prev_transactions:::build_card_sales_all,0
667,process:::prev_transactions:::build_matched_tables,0
668,process:::prev_yogiyo_orders_raw:::build_delivery_app_orders,0
669,process:::prev_yogiyo_payments_raw:::build_delivery_app_payments,0
670,process:::purchase_candidates:::build_card_sales_all,0
671,process:::purchase_candidates:::build_matched_tables,0
672,process:::purchases:::build_raw_tables,0
673,process:::purchases:::purchases,0
674,process:::purchases_canceled_transactions:::purchases_canceled_transactions,0
675,process:::purchases_stat:::build_stats,0
676,process:::purchases_stat:::card_sales_purchases,0
677,process:::purchases_with_cancel:::match_to_purchases,0
678,process:::purchases_with_sequence:::purchases,0
679,process:::purchases_without_cancel:::match_to_purchases,0
680,process:::recent_1_year:::business_id_stat,0
681,process:::reformat:::visit_with_duration,0
682,process:::reformat_approvals:::approvals,0
683,process:::reformat_approvals:::build_raw_tables,0
684,process:::reformat_payments:::build_raw_tables,0
685,process:::reformat_payments:::payments,0
686,process:::reformat_purchases:::build_raw_tables,0
687,process:::reformat_purchases:::purchases,0
688,process:::regions:::build_sales_stat,0
689,process:::regions_stat:::build_sales_stat,0
690,process:::report_logs_date:::dump_incremental,0
691,process:::result:::acceptance_templates,0
692,process:::result:::hometax_business_label_upload,0
693,process:::result:::sales_amount_by_region,0
694,process:::result_log:::user_info_prev,0
695,process:::reviews:::places,0
696,process:::reviews_stat:::registration_number_places,0
697,process:::sales_amount:::market_info,0
698,process:::sales_amount_with_rate:::market_info,0
699,process:::sales_stat:::build_sales_stat,0
700,process:::select_columns:::message_send,0
701,process:::select_columns:::registration_number_meta,0
702,process:::semas_businesses_daily_ratio:::semas_daily_sales_stat,0
703,process:::semas_businesses_daily_stat:::semas_daily_sales_stat,0
704,process:::send_log_aggr:::message_stat,0
705,process:::send_log_aggr:::message_stat_init,0
706,process:::send_log_by_status:::message_stat,0
707,process:::send_log_by_status:::message_stat_init,0
708,process:::send_users:::message,0
709,process:::sessions:::build_session,0
710,process:::shinhancard:::card_classification_business_id,0
711,process:::shinhancard:::kcd_classification,0
712,process:::shinhancard:::merchant_classification_kcd,0
713,process:::shinhancard:::payment_code_classification,0
714,process:::shinhancard_business_classification:::card_classification,0
715,process:::shinhancard_business_classification:::merchant_classification_card,0
716,process:::shinhancard_customer_statistics_date:::dump_incremental,0
717,process:::sido_range:::market_info,0
718,process:::sigungu_range:::market_info,0
719,process:::snapshots:::snapshot_business_stat,0
720,process:::snapshots:::snapshot_user_history,0
721,process:::stat_union:::merge_stats_with_meta,0
722,process:::stat_union_meta:::merge_stats_with_meta,0
723,process:::store_cohort_trend:::store_info_sink,0
724,process:::store_info:::store_info_sink,0
725,process:::store_info_with_ts:::store_info_sink,0
726,process:::store_tag_status:::store_info_sink,0
727,process:::store_tag_trend:::store_info_sink,0
728,process:::subscriptions:::businesses,0
729,process:::target_businesses_daily_ratio:::semas_daily_sales_stat,0
730,process:::target_businesses_daily_stat:::semas_daily_sales_stat,0
731,process:::target_date_standard_period_transactions:::semas_daily_sales_stat,0
732,process:::target_group:::transform_and_rest_sink,0
733,process:::target_group:::transform_message,0
734,process:::target_messages:::transform_and_rest_sink,0
735,process:::target_messages:::transform_message,0
736,process:::targets:::target_download,0
737,process:::targets_to_send_data:::build_user_agreements,0
738,process:::targets_to_send_message:::build_user_agreements,0
739,process:::template_with_answers:::acceptance_templates,0
740,process:::total_stat:::build_sales_stat,0
741,process:::transaction_candidates:::build_card_sales_all,0
742,process:::transaction_candidates:::build_matched_tables,0
743,process:::transaction_candidates:::build_transaction_candidates,0
744,process:::transactions:::build_daily_report,0
745,process:::transactions:::build_stats,0
746,process:::transactions:::daily_transaction_type_stats,0
747,process:::transactions_approved:::add_visit_orders_approved,0
748,process:::transactions_not_updated:::build_matched_tables,0
749,process:::transactions_stat:::build_daily_reports,0
750,process:::transactions_stat:::build_stats,0
751,process:::transactions_stat:::card_sales_transactions,0
752,process:::transactions_table:::build_matched_tables,0
753,process:::transactions_updated:::build_card_sales_all,0
754,process:::transactions_updated:::build_matched_tables,0
755,process:::transactions_without_canceled:::daily_transaction_type_stats,0
756,process:::transform:::cashnote_user_stat,0
757,process:::tx_with_meta:::build_sales_stat,0
758,process:::tx_with_meta:::weekly_aggr,0
759,process:::txs:::build_session,0
760,process:::union_v3:::partition_prod_back_fill,0
761,process:::union_v3:::partition_prod_back_fill_parquet,0
762,process:::unique_approvals:::approvals,0
763,process:::update_ad_group:::target_download,0
764,process:::update_ad_group:::transform_and_rest_sink,0
765,process:::update_ad_group:::update_extract_result,0
766,process:::update_ad_history:::target_extract_log,0
767,process:::user_categories_stat:::build_user_categories,0
768,process:::user_events_date:::dump_db_goose_incremental,0
769,process:::user_message_history:::user_info_prev,0
770,process:::user_message_history:::user_message_history,0
771,process:::user_message_history_cur:::user_message_history,0
772,process:::user_tags:::build_user_tags,0
773,process:::user_with_business:::cashnote_user_meta,0
774,process:::users:::paynote_users,0
775,process:::valid_ad_group:::transform_and_rest_sink,0
776,process:::valid_ad_group:::update_extract_result,0
777,process:::valid_click_log:::conv_log,0
778,process:::valid_conv_log:::conv_log,0
779,process:::valid_custom_set:::cashnote_custom_set,0
780,process:::valid_custom_set:::paynote_custom_set,0
781,process:::valid_event:::conv_log,0
782,process:::valid_filter:::transform_and_rest_sink,0
783,process:::valid_filter:::transform_message,0
784,process:::vendor_invoices_date:::dump_incremental,0
785,process:::vendor_transactions_date:::dump_incremental,0
786,process:::visit_pairs:::build_user_visit_info,0
787,process:::visit_pairs_with_user_type:::build_cohort,0
788,process:::visit_user_status:::store_info_sink,0
789,process:::visit_user_trend:::store_info_sink,0
790,process:::visit_user_type:::build_user_visit_info,0
791,process:::visits:::add_visit_orders,0
792,process:::visits:::build_visits,0
793,process:::visits:::pos_add_visit_order,0
794,process:::visits:::snapshot_business_stat,0
795,process:::visits_approved:::add_visit_orders,0
796,process:::visits_approved:::add_visit_orders_approved,0
797,process:::visits_cancelled:::add_visit_orders,0
798,process:::visits_filtered:::visit_with_duration,0
799,process:::weekly_category_sales_recaps:::upload,0
800,process:::weekly_delivery_apps_order_stats:::delivery_app_orders_stat,0
801,process:::weekly_order_payments_stat:::delivery_app_payments_stat,0
802,process:::weekly_region_sales_recaps:::upload,0
803,process:::weekly_region_search_interests:::upload,0
804,process:::weekly_reports_date:::dump_incremental,0
805,process:::weekly_stat_with_demo:::merge_stats_with_meta,0
806,process:::weekly_summary:::build_summary,0
807,process:::weekly_txns:::build_corona_weekly_stats,0
808,process:::weekly_txns:::build_corona_weekly_stats_ratio,0
809,process:::weekly_txns:::build_corona_weekly_stats_ratio_adhoc,0
810,process:::wht:::hometax_business_amount_employee,0
811,process:::with_businesses:::daily_reports,0
812,process:::with_businesses:::test_daily_reports,0
813,process:::with_candidates:::registration_number_common_location,0
814,process:::yogiyo_orders:::build_delivery_app_orders,0
815,process:::yogiyo_orders_date:::dump_incremental,0
816,process:::yogiyo_orders_raw:::build_delivery_app_orders,0
817,process:::yogiyo_orders_unique:::build_delivery_app_orders,0
818,process:::yogiyo_payments:::build_delivery_app_payments,0
819,process:::yogiyo_payments_date:::dump_incremental,0
820,process:::yogiyo_payments_raw:::build_delivery_app_payments,0
821,process:::yogiyo_payments_src:::build_delivery_app_payments,0
822,process:::yogiyo_payments_unique:::build_delivery_app_payments,0
823,s3://kcd-data-staging/raw/catalog_v2/raw/,1
824,s3://kcd-data-staging/raw/etl/snowdon/card_sales/tmp/approvals,1
825,s3://kcd-data-staging/raw/etl/snowdon/card_sales/tmp/purchases,1
826,s3://kcd-data/dmp/sources/classification/kcd_places,1
827,s3://kcd-data/message/target_users,1
828,s3://kcd-data/place_table/latest/place_indexes,1
829,s3://kcd-data/place_table/latest/place_info,1
830,s3://kcd-data/place_table/latest/place_menus,1
831,s3://kcd-data/place_table/latest/place_reviews,1
832,s3://kcd-data/raw/catalog_v2/raw/,14
833,s3://kcd-data/raw/catalog_v3/raw/,4
834,s3://kcd-data/raw/firehose/plover/////kcd-data/raw/firehose/plover/////kcd-data/raw/firehose/plover/////kcd-data/raw/firehose/plover/////kcd-data/raw/firehose/plover/////kcd-data/raw/firehose/plover/////kcd-data/raw/firehose/plover///,1
835,s3://kcd-data/table/place/kakao_basic_uniq,1
836,s3://kcd-data/table/place/naver_basic_uniq,1
837,s3://kcd-de-production/data_cubes/dimension/,5
838,s3://kcd-de-production/data_cubes/fact//,3
839,s3://kcd-de-production/data_cubes/fact///,1
840,s3://kcd-de-production/data_sources/dimension///,42
841,s3://kcd-de-production/data_sources/fact////,3
842,s3://kcd-de-production/data_sources/fact/////,1
843,s3://kcd-de-production/data_sources/lookup//,2
844,s3://kcd-de-production/data_sources/lookup//bccard_classification.tsv,1
845,s3://kcd-de-production/data_sources/lookup//bccard_classifications.tsv,1
846,s3://kcd-de-production/data_sources/lookup//bccard_to_kcd_20210118.tsv,1
847,s3://kcd-de-production/data_sources/lookup//bccard_to_kcd_20210127.tsv,1
848,s3://kcd-de-production/data_sources/lookup//bccard_to_payment_code_20210127.tsv,1
849,s3://kcd-de-production/data_sources/lookup//business_classifications,1
850,s3://kcd-de-production/data_sources/lookup//custom_business_classification.tsv,1
851,s3://kcd-de-production/data_sources/lookup//franchise_kcd_mapping,1
852,s3://kcd-de-production/data_sources/lookup//hometax_kcd_mapping.tsv,1
853,s3://kcd-de-production/data_sources/lookup//hometax_ksic_mapping.csv,1
854,s3://kcd-de-production/data_sources/lookup//hometax_new_clasification.tsv,1
855,s3://kcd-de-production/data_sources/lookup//hyundaicard_classification.tsv,1
856,s3://kcd-de-production/data_sources/lookup//hyundaicard_to_kcd_20210118.tsv,1
857,s3://kcd-de-production/data_sources/lookup//hyundaicard_to_payment_code_20210118.tsv,1
858,s3://kcd-de-production/data_sources/lookup//kcd_classification.tsv,1
859,s3://kcd-de-production/data_sources/lookup//kcd_classification_20201125.tsv,1
860,s3://kcd-de-production/data_sources/lookup//market_area_classification_20200916.tsv,1
861,s3://kcd-de-production/data_sources/lookup//market_area_kcd_mapping_20200916.tsv,1
862,s3://kcd-de-production/data_sources/lookup//payment_code_20210118.tsv,1
863,s3://kcd-de-production/data_sources/lookup//paynote_location_mapping.tsv,1
864,s3://kcd-de-production/data_sources/lookup//place_kakao_kcd_mapping_cleansing,1
865,s3://kcd-de-production/data_sources/lookup//place_naver_kcd_mapping.tsv,1
866,s3://kcd-de-production/data_sources/lookup//semas_kcd_mapping.csv,1
867,s3://kcd-de-production/data_sources/lookup//shinhancard_classification.tsv,1
868,s3://kcd-de-production/data_sources/lookup//shinhancard_to_kcd_20210118.tsv,1
869,s3://kcd-de-production/data_sources/lookup//shinhancard_to_payment_code_20210118.tsv,1
870,s3://kcd-de-production/raw/catalog_v2/raw/,7
871,s3://kcd-de-production/raw/catalog_v2/raw//,9
872,s3://kcd-de-production/raw/catalog_v3/raw/,3
873,s3://kcd-de-production/raw/db/auth/snapshot/latest/client_user_mapping,1
874,s3://kcd-de-production/raw/db/bluebird/snapshot/latest/acceptanced_business_template_answers,1
875,s3://kcd-de-production/raw/db/bluebird/snapshot/latest/acceptanced_business_templates,1
876,s3://kcd-de-production/raw/db/bluebird/snapshot/latest/survey_monkey_responses,1
877,s3://kcd-de-production/raw/db/goose/incremental/access_logs,1
878,s3://kcd-de-production/raw/db/goose/incremental/card_payments,1
879,s3://kcd-de-production/raw/db/goose/incremental/user_events,1
880,s3://kcd-de-production/raw/db/goose/snapshot/latest/card_agreements,1
881,s3://kcd-de-production/raw/db/goose/snapshot/latest/devices,1
882,s3://kcd-de-production/raw/db/goose/snapshot/latest/place_merchants,1
883,s3://kcd-de-production/raw/db/goose/snapshot/latest/places,1
884,s3://kcd-de-production/raw/db/goose/snapshot/latest/users,1
885,s3://kcd-de-production/raw/db/snowdon/incremental/baedaltong_orders,1
886,s3://kcd-de-production/raw/db/snowdon/incremental/baedaltong_payments,1
887,s3://kcd-de-production/raw/db/snowdon/incremental/baemin_orders,1
888,s3://kcd-de-production/raw/db/snowdon/incremental/baemin_payments,1
889,s3://kcd-de-production/raw/db/snowdon/incremental/baemin_sales_vats,1
890,s3://kcd-de-production/raw/db/snowdon/incremental/bank_transactions,1
891,s3://kcd-de-production/raw/db/snowdon/incremental/card_purchases_approvals,1
892,s3://kcd-de-production/raw/db/snowdon/incremental/card_purchases_bills,1
893,s3://kcd-de-production/raw/db/snowdon/incremental/card_purchases_payments,1
894,s3://kcd-de-production/raw/db/snowdon/incremental/customer_invoices,1
895,s3://kcd-de-production/raw/db/snowdon/incremental/customer_transactions,1
896,s3://kcd-de-production/raw/db/snowdon/incremental/daily_reports,1
897,s3://kcd-de-production/raw/db/snowdon/incremental/hometax_card_purchases,1
898,s3://kcd-de-production/raw/db/snowdon/incremental/hometax_card_sales,1
899,s3://kcd-de-production/raw/db/snowdon/incremental/hometax_purchases_cash_receipts,1
900,s3://kcd-de-production/raw/db/snowdon/incremental/hometax_purchases_invoices,1
901,s3://kcd-de-production/raw/db/snowdon/incremental/hometax_sales_cash_receipts,1
902,s3://kcd-de-production/raw/db/snowdon/incremental/hometax_sales_invoices,1
903,s3://kcd-de-production/raw/db/snowdon/incremental/monthly_reports,1
904,s3://kcd-de-production/raw/db/snowdon/incremental/place_comments,1
905,s3://kcd-de-production/raw/db/snowdon/incremental/place_reviews,1
906,s3://kcd-de-production/raw/db/snowdon/incremental/report_logs,1
907,s3://kcd-de-production/raw/db/snowdon/incremental/report_logs/,1
908,s3://kcd-de-production/raw/db/snowdon/incremental/shinhancard_customer_statistics,1
909,s3://kcd-de-production/raw/db/snowdon/incremental/vendor_invoices,1
910,s3://kcd-de-production/raw/db/snowdon/incremental/vendor_transactions,1
911,s3://kcd-de-production/raw/db/snowdon/incremental/weekly_reports,1
912,s3://kcd-de-production/raw/db/snowdon/incremental/yogiyo_orders,1
913,s3://kcd-de-production/raw/db/snowdon/incremental/yogiyo_payments,1
914,s3://kcd-de-production/raw/db/snowdon/snapshot///businesses,2
915,s3://kcd-de-production/raw/db/snowdon/snapshot///card_merchants,1
916,s3://kcd-de-production/raw/db/snowdon/snapshot///credential_keys,1
917,s3://kcd-de-production/raw/db/snowdon/snapshot///credentials,2
918,s3://kcd-de-production/raw/db/snowdon/snapshot///issuer_histories,1
919,s3://kcd-de-production/raw/db/snowdon/snapshot///scrapings,1
920,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/bank_accounts,1
921,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/businesses,1
922,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/card_merchants,1
923,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/cards,1
924,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/credential_keys,1
925,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/credentials,1
926,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/delivery_apps,1
927,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/devices,1
928,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/hometax_businesses,1
929,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/hometax_sales_declarations,1
930,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/hometax_wht_declarations,1
931,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/iamport_customers,1
932,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/memberships,1
933,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/phones,1
934,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/places,1
935,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/shinhancard_businesses,1
936,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/subscriptions,1
937,s3://kcd-de-production/raw/db/snowdon/snapshot/latest/users,1
938,s3://kcd-de-production/raw/etl/bulkload/paynote_place_topk,1
939,s3://kcd-de-production/raw/etl/pos/pos_bills,1
940,s3://kcd-de-production/raw/etl/pos/pos_bills_v2,1
941,s3://kcd-de-production/raw/etl/pos/pos_menus,1
942,s3://kcd-de-production/raw/etl/pos/pos_menus_v2,1
943,s3://kcd-de-production/raw/etl/pos/pos_payments,1
944,s3://kcd-de-production/raw/etl/pos/pos_payments_v2,1
945,s3://kcd-de-production/raw/etl/pos/pos_payments_with_visited,1
946,s3://kcd-de-production/raw/etl/pos/pos_payments_with_visited_v2,1
947,s3://kcd-de-production/raw/etl/snowdon/bank/bank_transactions_merged,1
948,s3://kcd-de-production/raw/etl/snowdon/card/card_purchases,1
949,s3://kcd-de-production/raw/etl/snowdon/card_sales/approvals,1
950,s3://kcd-de-production/raw/etl/snowdon/card_sales/payments,1
951,s3://kcd-de-production/raw/etl/snowdon/card_sales/purchases,1
952,s3://kcd-de-production/raw/etl/snowdon/card_sales/transactions,1
953,s3://kcd-de-production/raw/etl/snowdon/card_sales/visits,1
954,s3://kcd-de-production/raw/etl/snowdon/delivery_app/delivery_app_orders,1
955,s3://kcd-de-production/raw/etl/snowdon/delivery_app/delivery_app_payments,1
956,s3://kcd-de-production/raw/etl/snowdon/delivery_app_v2/delivery_app_orders,1
957,s3://kcd-de-production/raw/etl/snowdon/hometax/hometax_cash_receipts,1
958,s3://kcd-de-production/raw/etl/snowdon/hometax/hometax_invoices,1
959,s3://kcd-de-production/raw/etl/snowdon/places/similarity/grouped,1
960,s3://kcd-de-production/raw/firehose/plover_compact/,1
961,s3://kcd-de-production/raw/report/snowdon/daily_report/,1
962,s3://kcd-de-production/raw/stat/snowdon/card/card_purchases_stat,1
963,s3://kcd-de-production/raw/stat/snowdon/card_sales/payments_stat,1
964,s3://kcd-de-production/raw/stat/snowdon/card_sales/transactions_stat,1
965,s3://kcd-de-production/raw/stat/snowdon/card_sales/transactions_stat_with_meta,1
966,s3://kcd-de-production/raw/stat/snowdon/delivery_app/delivery_app_orders_stat,1
967,s3://kcd-de-production/raw/stat/snowdon/delivery_app/delivery_app_payments_stat,1
968,s3://kcd-de-production/raw/stat/snowdon/delivery_app_v2/delivery_app_orders_stat,1
969,s3://kcd-de-production/raw/stat/snowdon/hometax/hometax_stat,1
970,s3://kcd-de-production/service/market_area/analysis/address_classification_stat,1
971,s3://kcd-de-production/service/market_area/analysis/cohort,1
972,s3://kcd-de-production/service/market_area/analysis/snapshot_business_stat,1
973,s3://kcd-de-production/service/market_area/analysis/snapshot_user_history,1
974,s3://kcd-de-production/service/market_area/analysis/user_tags,1
975,s3://kcd-de-production/service/market_area/analysis/user_tags_aggr,1
976,s3://kcd-de-production/service/market_area/analysis/visit_pairs,1
977,s3://kcd-de-production/service/market_area/analysis/visit_user_type/,1
978,s3://kcd-de-production/service/market_area/analysis/visit_with_duration,1
979,s3://kcd-de-production/service/market_area/market_info,1
980,s3://kcd-de-production/service/market_area/store_info,1
981,s3://kcd-de-production/service/message/custom_set//latest,2
982,s3://kcd-de-production/service/message/logs/click_log,1
983,s3://kcd-de-production/service/message/logs/conv_log,1
984,s3://kcd-de-production/service/message/logs/send_log,1
985,s3://kcd-de-production/service/message/message_stats/,1
986,s3://kcd-de-production/service/message/report_logs///old_report_logs/,1
987,s3://kcd-de-production/service/message/report_logs///old_report_logs//,1
988,s3://kcd-de-production/service/message/reports//latest/,2
989,s3://kcd-de-production/service/message/target_group//,1
990,s3://kcd-de-production/service/message/target_messages,1
991,s3://kcd-de-production/service/message/target_messages//,1
992,s3://kcd-de-production/service/message/user_history/,2
993,s3://kcd-de-production/table/card_sales_revisit//monthly,1
994,s3://kcd-de-production/table/card_sales_revisit//weekly,1
995,s3://kcd-de-production/test/raw/etl/snowdon/bank/bank_transactions_merged,1
996,s3://kcd-de-production/test/raw/stat/snowdon/delivery_app/delivery_app_orders_stat,1
997,s3://kcd-de-staging/misc/swallow_staging/classifications.csv,1
998,s3://kcd-de-staging/misc/swallow_staging/regions.csv,1
999,s3://kcd-de-staging/raw/catalog_v2/raw/,1
1000,s3://kcd-de-staging/raw/etl/pos/receipt,1
1001,s3://kcd-de-staging/raw/etl/snowdon/card_sales/approvals,1
1002,s3://kcd-de-staging/raw/etl/snowdon/card_sales/matches/candidates/approvals_current,1
1003,s3://kcd-de-staging/raw/etl/snowdon/card_sales/matches/candidates/purchases_current,1
1004,s3://kcd-de-staging/raw/etl/snowdon/card_sales/matches/candidates/transactions_current,1
1005,s3://kcd-de-staging/raw/etl/snowdon/card_sales/matches/merged/approvals_current,1
1006,s3://kcd-de-staging/raw/etl/snowdon/card_sales/matches/merged/purchases_current,1
1007,s3://kcd-de-staging/raw/etl/snowdon/card_sales/purchases,1
1008,s3://kcd-de-staging/raw/etl/snowdon/card_sales/transactions,1
1009,s3://kcd-de-staging/raw/etl/snowdon/card_sales/visits,1
1010,s3://kcd-de-staging/raw/report/snowdon/daily_report/,1
1011,s3://kcd-de-staging/work/elric/data/issuers,1
1012,s3://kcd-de-staging/work/ryan/DR/DR-71/210115/2020/daily_transaction,1
1013,s3://kcd-de-staging/work/ryan/corona_weekly/2021/5/weekly_txns,1
1014,s3://kcd-de-staging/work/ryan/corona_weekly/37/weekly_txns,1
1015,s3://kcd-de-staging/work/ryan/corona_weekly/44/weekly_txns,1
1016,s3://kcd-de-staging/work/ryan/misc/kcd_places_with_gyeongnam_classifications.csv,1
1017,s3://kcd-de-staging/work/ryan/nice_monthly/2020-12-01/business_meta_with_status,1
1018,s3://kcd-de-staging/work/ryan/nice_monthly/2021-01-01/address_monthly_stats,1
1019,s3://kcd-de-staging/work/ryan/nice_monthly/2021-01-01/businesses_monthly_stats,1
1020,s3://kcd-de-staging/work/ryan/nice_monthly/2021-01-01/classification_monthly_stats,1
1021,s3://kcd-de-staging/work/ryan/nice_monthly/2021-01-01/hometax_sales_monthly_stat,1
1022,s3://kcd-de-staging/work/ryan/pos_asp/items/,1
1023,s3://kcd-de-staging/work/ryan/pos_asp/payments/,1
1024,s3://kcd-de-staging/work/ryan/raw/stat/snowdon/hometax/hometax_stat,1
1025,s3://kcd-logs-raw/dev/dumps/2019-08-27/card_sales_approvals,1
1026,s3://kcd-logs-raw/dev/dumps/2019-08-27/card_sales_payments,1
1027,s3://kcd-logs-raw/dev/dumps/2019-08-27/card_sales_purchases,1
1028,s3://kcd-pos-data/dev///,1
1029,s3://kcd-pos-data/dev/////kcd-pos-data/dev/////kcd-pos-data/dev/////kcd-pos-data/dev/////kcd-pos-data/dev/////kcd-pos-data/dev/////kcd-pos-data/dev///,1
1030,s3://staging-card-sales/staging-card-sales-approvals//,2
1031,s3://staging-card-sales/staging-card-sales-payments//,2
1032,s3://staging-card-sales/staging-card-sales-purchases//,2
1033,s3://thrush/dev/data/adhoc/DR-49/matched_targets,1
1034,s3://thrush/test/shon/corona/targets_20200331,1
1035,s3://thrush/test/shon/corona_jobs/weekly_category_sales_recaps,1
1036,s3://thrush/test/shon/corona_jobs/weekly_region_sales_recaps,1
1037,s3://thrush/test/shon/corona_jobs/weekly_region_search_interests,1
1038,users,0
