job_name,source_tb_name,sink_location,sink_db_name,sink_tb_name
build_card_purchases_stat,daily_card_purchases_stat,s3://kcd-de-production/raw/stat/snowdon/card/card_purchases_stat,,
build_card_purchases_stat,monthly_card_purchases_stat,s3://kcd-de-production/raw/stat/snowdon/card/card_purchases_stat,,
build_card_purchases_stat,cards,s3://kcd-de-production/raw/stat/snowdon/card/card_purchases_stat,,
snapshot_business_stat,visits,s3://kcd-de-production/service/market_area/analysis/snapshot_business_stat,,
build_user_tags,kcd_places,s3://kcd-de-production/service/market_area/analysis/user_tags,,
build_user_tags,snapshots,s3://kcd-de-production/service/market_area/analysis/user_tags,,
pos_add_visit_order,current_visits_canceled,s3://kcd-data/raw/pos/pos_payments_with_visited,,
pos_add_visit_order,current_visits_approved,s3://kcd-data/raw/pos/pos_payments_with_visited,,
build_corona_weekly_stats,transactions_stat_with_meta,s3://kcd-de-staging/work/ryan/corona_weekly/37/weekly_txns,,
build_corona_weekly_stats,targets,s3://kcd-de-staging/work/ryan/corona_weekly/37/weekly_txns,,
get_latest_ids,hometax_sales_cash_receipts,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,yogiyo_payments,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,hometax_purchases_invoices,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,shinhancard_customer_statistics,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,hometax_card_sales,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,yogiyo_orders,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,hometax_card_purchases,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,vendor_transactions,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,daily_reports,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,monthly_reports,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,vendor_invoices,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,weekly_reports,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,customer_invoices,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
