job_name,source_tb_name,sink_location,sink_db_name,sink_tb_name
get_latest_ids,hometax_purchases_cash_receipts,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,hometax_sales_invoices,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,place_reviews,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,baemin_orders,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,card_purchases_approvals,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,card_purchases_bills,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,report_logs,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,card_purchases_payments,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,baemin_sales_vats,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,baedaltong_payments,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,baedaltong_orders,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,bank_transactions,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,baemin_payments,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,place_comments,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
get_latest_ids,customer_transactions,s3://kcd-de-production/misc/db_dump/dump_latest_ids_snowdon,,
build_session,transactions,s3://kcd-de-production/raw/etl/snowdon/places/similarity/grouped,,
build_hometax_cash_receipts,hometax_sales_cash_receipts_unique,s3://kcd-de-production/raw/etl/snowdon/hometax/hometax_cash_receipts,snowdon,hometax_cash_receipts
build_hometax_cash_receipts,businesses,s3://kcd-de-production/raw/etl/snowdon/hometax/hometax_cash_receipts,snowdon,hometax_cash_receipts
build_hometax_cash_receipts,hometax_purchases_cash_receipts_unique,s3://kcd-de-production/raw/etl/snowdon/hometax/hometax_cash_receipts,snowdon,hometax_cash_receipts
conv_log_to_es,conv_log,message_history-2020-10,,
address_classification_stat,user_tags,s3://kcd-de-production/service/market_area/analysis/address_classification_stat,,
