,source,sink,filename,jobname,src_attr,sink_attr,sink_options_paths,sink_role,type,sink_options_paths_cnt
1721,process:::select_columns:::registration_number_meta,s3://kcd-de-production/data_cubes/dimension/name=registration_number_meta,paynote_user_stat.json,paynote_user_stat,"[{'filename': 'registration_number_meta.json', 'options': {'sql': ""SELECT    registration_number,\n          businesses,\n          location,\n          classification,\n          classifications,\n          cardsales,\n          CASE\n              WHEN    places.places.merchant_name IS NOT NULL AND location IS NOT NULL THEN CONCAT(\n                                                                              location.sido, ' ',\n                                                                              location.sigungu, ' ',\n                                                                              location.dong, ' ',\n                                                                              places.places.merchant_name\n                                                                         )\n              WHEN    places.places.merchant_name IS NOT NULL  THEN places.places.merchant_name\n              ELSE    null\n          END AS search_name,\n\n          named_struct(\n              'name', places.places.merchant_name,\n              'reviews', places.reviews\n          ) AS places\nFROM      merge\nWHERE     registration_number IS NOT NULL""}, 'role': 'process', 'type': 'sql'}]","{'filename': 'generate_paynote_place_topk.json', 'options': {'format': 'parquet', 'paths': 's3://kcd-de-production/data_cubes/dimension/name=registration_number_meta'}, 'role': 'source', 'type': 'file'}",s3://kcd-de-production/data_cubes/dimension/name=registration_number_meta,source,file,1
1722,process:::select_columns:::registration_number_meta,s3://kcd-de-production/data_cubes/dimension/name=registration_number_meta,paynote_user_stat.json,paynote_user_stat,"[{'filename': 'registration_number_meta.json', 'options': {'sql': ""SELECT    registration_number,\n          businesses,\n          location,\n          classification,\n          classifications,\n          cardsales,\n          CASE\n              WHEN    places.places.merchant_name IS NOT NULL AND location IS NOT NULL THEN CONCAT(\n                                                                              location.sido, ' ',\n                                                                              location.sigungu, ' ',\n                                                                              location.dong, ' ',\n                                                                              places.places.merchant_name\n                                                                         )\n              WHEN    places.places.merchant_name IS NOT NULL  THEN places.places.merchant_name\n              ELSE    null\n          END AS search_name,\n\n          named_struct(\n              'name', places.places.merchant_name,\n              'reviews', places.reviews\n          ) AS places\nFROM      merge\nWHERE     registration_number IS NOT NULL""}, 'role': 'process', 'type': 'sql'}]","{'filename': 'build_user_categories.json', 'options': {'format': 'parquet', 'paths': 's3://kcd-de-production/data_cubes/dimension/name=registration_number_meta'}, 'role': 'source', 'type': 'file'}",s3://kcd-de-production/data_cubes/dimension/name=registration_number_meta,source,file,1
1723,process:::select_columns:::registration_number_meta,s3://kcd-de-production/data_cubes/dimension/name=registration_number_meta,paynote_user_stat.json,paynote_user_stat,"[{'filename': 'registration_number_meta.json', 'options': {'sql': ""SELECT    registration_number,\n          businesses,\n          location,\n          classification,\n          classifications,\n          cardsales,\n          CASE\n              WHEN    places.places.merchant_name IS NOT NULL AND location IS NOT NULL THEN CONCAT(\n                                                                              location.sido, ' ',\n                                                                              location.sigungu, ' ',\n                                                                              location.dong, ' ',\n                                                                              places.places.merchant_name\n                                                                         )\n              WHEN    places.places.merchant_name IS NOT NULL  THEN places.places.merchant_name\n              ELSE    null\n          END AS search_name,\n\n          named_struct(\n              'name', places.places.merchant_name,\n              'reviews', places.reviews\n          ) AS places\nFROM      merge\nWHERE     registration_number IS NOT NULL""}, 'role': 'process', 'type': 'sql'}]","{'filename': 'registration_number_meta_es_sink.json', 'options': {'format': 'parquet', 'paths': 's3://kcd-de-production/data_cubes/dimension/name=registration_number_meta'}, 'role': 'source', 'type': 'file'}",s3://kcd-de-production/data_cubes/dimension/name=registration_number_meta,source,file,1
